hero_health,enemy_health,hero_magic_stock,enemy_magic_stock,good_hit_cards,normal_hit_cards,low_hit_cards,do_nothing_cards,self_hurt_cards,both_hurt_cards,is_hero_magic,is_enemy_magic
100,100,2,2,5,5,5,1,1,1,0,1
90,90,2,1,4,5,4,1,1,1,0,0
82,82,2,1,4,3,4,1,1,1,0,0
74,77,2,1,4,2,3,1,1,1,1,0
74,67,1,1,4,2,2,0,1,1,0,0
66,62,1,1,4,1,1,0,1,1,1,0
46,52,0,1,3,1,1,0,1,0,0,1
26,42,0,0,1,1,1,0,1,0,0,0
16,37,0,0,0,1,0,0,1,0,0,0
100,100,2,2,5,5,5,1,1,1,0,0
80,100,2,2,4,5,5,1,0,1,0,0
70,90,2,2,2,5,5,1,0,1,0,0
57,85,2,2,2,4,5,1,0,0,0,0
57,75,2,2,1,4,5,0,0,0,0,0
49,70,2,2,1,3,4,0,0,0,0,0
44,62,2,2,1,2,3,0,0,0,0,0
36,57,2,2,1,1,2,0,0,0,0,0
28,47,2,2,0,0,2,0,0,0,0,1
18,42,2,1,5,5,5,1,1,1,0,0
13,32,2,1,5,5,4,1,1,0,1,0
5,16,1,1,5,3,4,1,1,0,0,0
100,100,2,2,5,5,5,1,1,1,0,0
92,90,2,2,4,4,5,1,1,1,0,0
82,80,2,2,2,4,5,1,1,1,0,0
74,70,2,2,1,3,5,1,1,1,1,0
69,60,1,2,1,3,3,1,1,1,0,0
69,42,1,2,1,2,3,1,0,1,0,0
69,37,1,2,1,2,2,0,0,1,0,0
64,32,1,2,1,2,0,0,0,1,0,0
56,24,1,2,1,0,0,0,0,1,0,0
41,19,1,2,5,5,5,1,1,1,0,0
31,14,1,2,4,5,4,1,1,1,0,0
31,4,1,2,3,5,4,0,1,1,1,0
100,100,2,2,5,5,5,1,1,1,0,0
92,90,2,2,4,4,5,1,1,1,0,0
84,85,2,2,4,3,4,1,1,1,0,1
84,60,2,1,4,3,3,1,0,1,0,0
74,50,2,1,2,3,3,1,0,1,1,0
74,30,1,1,1,3,3,0,0,1,0,0
69,20,1,1,1,3,2,0,0,0,0,0
61,12,1,1,1,1,2,0,0,0,1,1
100,100,2,2,5,5,5,1,1,1,0,0
95,95,2,2,5,5,3,1,1,1,0,0
85,87,2,2,4,4,3,1,1,1,0,0
77,77,2,2,3,3,3,1,1,1,0,0
67,69,2,2,2,2,3,1,1,1,0,0
57,69,2,2,2,2,3,0,0,1,0,1
47,64,2,1,2,2,1,0,0,1,0,0
34,59,2,1,2,1,1,0,0,0,0,0
29,51,2,1,2,0,0,0,0,0,0,1
9,41,2,0,5,5,5,1,1,1,1,0
100,100,2,2,5,5,5,1,1,1,0,0
95,92,2,2,5,4,4,1,1,1,1,1
95,52,1,1,4,4,4,1,0,1,0,0
90,47,1,1,4,4,2,1,0,1,0,0
82,39,1,1,4,2,2,1,0,1,0,0
72,31,1,1,3,1,2,1,0,1,0,1
62,13,1,0,3,0,2,1,0,0,1,0
100,100,2,2,5,5,5,1,1,1,0,1
80,95,2,1,4,5,4,1,1,1,0,0
72,87,2,1,4,3,4,1,1,1,0,1
62,77,2,0,3,3,3,1,1,1,0,0
52,69,2,0,2,2,3,1,1,1,1,0
52,53,1,0,2,1,3,0,1,1,0,0
47,43,1,0,2,1,2,0,1,0,1,0
37,27,0,0,1,0,2,0,1,0,0,0
32,22,0,0,1,0,0,0,1,0,0,0
32,2,0,0,5,5,5,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
92,95,2,2,5,4,4,1,1,1,0,0
82,85,2,2,3,4,4,1,1,1,0,0
74,75,2,2,2,3,4,1,1,1,0,0
66,70,2,2,2,2,3,1,1,1,0,0
46,70,2,2,1,2,3,1,0,1,0,0
36,62,2,2,0,1,3,1,0,1,0,0
28,57,2,2,0,0,2,1,0,1,0,0
23,57,2,2,0,0,1,0,0,1,0,0
18,47,2,2,5,5,5,1,1,1,0,0
10,39,2,2,5,3,5,1,1,1,0,0
5,34,2,2,5,3,3,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,1,0
92,80,1,2,4,4,5,1,1,1,0,0
87,70,1,2,3,4,4,1,1,1,0,1
77,60,1,1,2,4,3,1,1,1,0,0
72,45,1,1,1,4,3,1,1,0,0,0
67,45,1,1,1,4,2,0,1,0,1,0
57,35,0,1,0,4,1,0,1,0,0,1
41,30,0,0,0,3,0,0,1,0,0,0
23,30,0,0,0,2,0,0,0,0,0,0
15,22,0,0,5,5,5,1,1,1,0,0
10,12,0,0,5,5,4,1,1,0,0,0
5,7,0,0,5,5,2,1,1,0,0,0
100,100,2,2,5,5,5,1,1,1,0,1
90,100,2,1,5,5,4,0,1,1,0,0
85,90,2,1,4,5,3,0,1,1,0,0
85,72,2,1,4,4,3,0,0,1,0,0
75,67,2,1,3,4,2,0,0,1,0,0
65,62,2,1,2,4,1,0,0,1,0,0
57,52,2,1,1,3,1,0,0,1,1,1
41,36,1,0,1,1,1,0,0,1,1,0
36,16,0,0,0,1,0,0,0,1,0,0
31,3,0,0,5,5,5,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
100,82,2,2,5,4,5,1,0,1,0,0
95,72,2,2,4,4,4,1,0,1,1,0
85,62,1,2,3,4,3,1,0,1,0,0
77,54,1,2,3,2,3,1,0,1,0,0
77,44,1,2,2,2,3,0,0,1,0,0
69,39,1,2,2,1,2,0,0,1,0,0
64,31,1,2,2,0,1,0,0,1,0,0
59,16,1,2,1,0,1,0,0,0,0,0
49,11,1,2,5,5,5,1,1,1,0,0
49,3,1,2,5,4,5,0,1,1,1,0
100,100,2,2,5,5,5,1,1,1,0,0
90,95,2,2,4,5,4,1,1,1,0,0
85,95,2,2,4,5,3,0,1,1,0,0
77,87,2,2,4,3,3,0,1,1,0,1
57,77,2,1,2,3,3,0,1,1,0,0
49,69,2,1,2,1,3,0,1,1,0,0
44,64,2,1,2,1,1,0,1,1,0,0
39,54,2,1,1,1,0,0,1,1,0,0
34,41,2,1,1,0,0,0,1,0,1,0
4,41,1,1,5,5,5,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,1
84,90,2,1,4,4,5,1,1,1,0,0
79,80,2,1,3,4,4,1,1,1,0,0
71,75,2,1,3,3,3,1,1,1,0,0
56,70,2,1,2,3,3,1,1,0,0,0
48,62,2,1,2,1,3,1,1,0,0,0
40,52,2,1,1,0,3,1,1,0,1,0
15,52,1,1,1,0,2,1,0,0,0,0
15,47,1,1,1,0,1,0,0,0,0,1
5,37,1,0,5,5,5,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,1
80,95,2,1,4,5,4,1,1,1,0,0
70,85,2,1,2,5,4,1,1,1,0,0
65,77,2,1,2,4,3,1,1,1,0,0
60,67,2,1,1,4,2,1,1,1,0,0
42,67,2,1,1,3,2,1,0,1,0,0
34,59,2,1,1,1,2,1,0,1,0,0
29,54,2,1,1,1,2,0,0,0,0,0
19,49,2,1,0,1,1,0,0,0,0,0
11,44,2,1,5,5,5,1,1,1,0,0
11,24,2,1,4,5,5,1,0,1,0,0
1,19,2,1,4,5,4,1,0,0,0,0
100,100,2,2,5,5,5,1,1,1,1,1
84,90,1,1,5,4,4,1,1,1,0,0
84,80,1,1,4,4,4,0,1,1,0,0
69,75,1,1,3,4,4,0,1,0,0,0
64,70,1,1,3,4,2,0,1,0,0,0
54,60,1,1,1,4,2,0,1,0,0,0
46,55,1,1,1,3,1,0,1,0,0,0
36,47,1,1,0,2,1,0,1,0,0,0
28,39,1,1,0,0,1,0,1,0,0,1
8,39,1,0,5,5,5,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
92,95,2,2,5,4,4,1,1,1,0,0
84,95,2,2,5,3,4,0,1,1,0,1
74,87,2,1,5,2,3,0,1,1,0,0
64,82,2,1,5,2,2,0,1,0,0,1
48,72,2,0,4,1,2,0,1,0,0,0
40,62,2,0,3,0,2,0,1,0,0,0
40,42,2,0,2,0,2,0,0,0,0,0
30,37,2,0,1,0,1,0,0,0,0,0
20,32,2,0,5,5,5,1,1,1,0,0
12,27,2,0,5,4,4,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
95,92,2,2,5,4,4,1,1,1,0,0
77,92,2,2,5,3,4,1,0,1,0,0
64,87,2,2,5,2,4,1,0,0,0,0
54,79,2,2,4,1,4,1,0,0,0,0
54,71,2,2,4,0,4,0,0,0,0,1
44,61,2,1,3,0,3,0,0,0,1,0
34,51,1,1,2,0,2,0,0,0,1,0
29,31,0,1,1,0,1,0,0,0,0,0
24,21,0,1,5,5,5,1,1,1,0,1
4,11,0,0,3,5,5,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,1
90,90,2,1,4,5,4,1,1,1,1,0
85,65,1,1,3,5,4,1,1,0,0,1
69,60,1,0,3,4,3,1,1,0,0,0
59,55,1,0,2,4,2,1,1,0,0,0
51,45,1,0,1,3,2,1,1,0,0,0
46,40,1,0,1,3,0,1,1,0,0,0
38,40,1,0,1,2,0,0,1,0,0,0
18,40,1,0,0,2,0,0,0,0,0,0
10,32,1,0,5,5,5,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
90,95,2,2,4,5,4,1,1,1,1,0
90,85,1,2,4,5,4,0,0,1,0,0
85,77,1,2,4,4,3,0,0,1,0,0
80,69,1,2,4,3,2,0,0,1,1,0
62,59,0,2,4,2,2,0,0,0,0,0
52,51,0,2,3,1,2,0,0,0,0,1
32,46,0,1,2,1,1,0,0,0,0,1
12,41,0,0,1,1,0,0,0,0,0,0
2,33,0,0,5,5,5,1,1,1,0,0
2,28,0,0,5,5,4,0,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,1
100,72,2,1,5,4,5,1,0,1,1,0
95,52,1,1,4,4,4,1,0,1,0,1
85,52,1,0,4,4,3,0,0,1,0,0
75,42,1,0,2,4,3,0,0,1,1,0
55,32,0,0,1,4,3,0,0,0,0,0
50,24,0,0,1,3,2,0,0,0,0,0
42,14,0,0,0,2,2,0,0,0,0,0
37,6,0,0,0,1,1,0,0,0,0,0
100,100,2,2,5,5,5,1,1,1,1,0
92,80,1,2,4,4,5,1,1,1,0,1
66,80,1,1,4,3,5,1,0,1,1,0
56,64,0,1,3,2,5,1,0,1,0,0
46,56,0,1,2,1,5,1,0,1,0,0
41,51,0,1,2,1,3,1,0,1,0,1
21,46,0,0,1,1,2,1,0,1,0,0
16,41,0,0,1,1,0,1,0,1,0,0
8,41,0,0,1,0,0,0,0,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
90,92,2,2,4,4,5,1,1,1,0,0
82,84,2,2,4,2,5,1,1,1,0,0
77,74,2,2,4,2,4,1,1,0,0,0
77,69,2,2,4,2,3,0,1,0,0,1
61,59,2,1,3,1,3,0,1,0,1,0
51,49,1,1,2,1,2,0,1,0,0,0
41,44,1,1,1,1,1,0,1,0,0,0
36,36,1,1,1,0,0,0,1,0,0,1
6,36,1,0,5,5,5,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
90,90,2,2,3,5,5,1,1,1,1,0
82,70,1,2,2,4,5,1,1,1,0,0
74,70,1,2,2,3,5,0,1,1,0,0
69,62,1,2,2,2,4,0,1,1,1,0
51,52,0,2,2,1,4,0,1,0,0,0
46,42,0,2,1,1,3,0,1,0,0,0
38,37,0,2,1,0,2,0,1,0,0,0
33,32,0,2,1,0,0,0,1,0,0,0
33,12,0,2,5,5,5,1,1,1,0,1
17,7,0,1,5,4,4,1,1,1,0,1
100,100,2,2,5,5,5,1,1,1,0,1
75,95,2,1,4,5,5,1,1,0,0,0
67,90,2,1,4,4,4,1,1,0,0,0
57,85,2,1,3,4,3,1,1,0,0,0
39,85,2,1,3,3,3,1,0,0,0,1
29,75,2,0,2,3,2,1,0,0,0,0
21,70,2,0,2,2,1,1,0,0,0,0
11,60,2,0,0,2,1,1,0,0,0,0
3,55,2,0,0,1,0,1,0,0,0,0
3,47,2,0,5,5,5,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
100,80,2,2,4,5,5,1,0,1,1,1
80,70,1,1,3,5,4,1,0,1,1,0
70,70,0,1,2,5,4,0,0,1,0,0
62,65,0,1,2,4,3,0,0,1,0,0
54,60,0,1,2,3,2,0,0,1,0,0
46,55,0,1,2,2,1,0,0,1,0,1
36,37,0,0,2,1,1,0,0,0,0,0
26,29,0,0,1,0,1,0,0,0,0,0
16,24,0,0,5,5,5,1,1,1,0,0
3,19,0,0,5,4,5,1,1,0,0,0
3,11,0,0,5,3,5,0,1,0,0,0
100,100,2,2,5,5,5,1,1,1,0,0
90,90,2,2,3,5,5,1,1,1,1,0
90,64,1,2,3,4,5,1,0,1,0,0
85,54,1,2,2,4,4,1,0,1,1,0
77,44,0,2,2,3,3,1,0,1,0,0
72,36,0,2,2,2,2,1,0,1,0,0
67,23,0,2,2,1,2,1,0,0,0,0
62,18,0,2,2,1,0,1,0,0,0,0
54,8,0,2,1,0,0,1,0,0,0,0
100,100,2,2,5,5,5,1,1,1,0,0
95,90,2,2,4,5,4,1,1,1,1,0
87,80,1,2,4,4,3,1,1,1,0,0
72,75,1,2,3,4,3,1,1,0,0,0
67,67,1,2,3,3,2,1,1,0,1,0
59,47,0,2,2,2,2,1,1,0,0,0
54,39,0,2,2,1,1,1,1,0,0,0
54,34,0,2,2,1,0,0,1,0,0,0
54,14,0,2,1,1,0,0,0,0,0,0
46,4,0,2,5,5,5,1,1,1,0,1
100,100,2,2,5,5,5,1,1,1,0,0
80,100,2,2,4,5,5,1,0,1,0,0
72,95,2,2,4,4,4,1,0,1,0,0
64,85,2,2,3,3,4,1,0,1,1,0
56,75,1,2,3,2,3,1,0,1,0,0
46,70,1,2,2,2,2,1,0,1,0,0
36,65,1,2,2,2,1,1,0,0,1,1
16,55,0,1,1,2,0,1,0,0,0,0
8,55,0,1,1,1,0,0,0,0,0,0
100,100,2,2,5,5,5,1,1,1,0,0
92,95,2,2,5,4,4,1,1,1,1,0
82,79,1,2,4,3,4,1,1,1,0,0
77,74,1,2,4,3,2,1,1,1,0,0
69,69,1,2,4,2,1,1,1,1,0,0
59,59,1,2,2,2,1,1,1,1,1,0
54,38,0,2,2,1,1,1,1,0,0,0
46,28,0,2,1,0,1,1,1,0,0,0
41,18,0,2,0,0,0,1,1,0,0,1
100,100,2,2,5,5,5,1,1,1,0,0
92,95,2,2,5,4,4,1,1,1,0,0
82,85,2,2,3,4,4,1,1,1,0,0
74,77,2,2,3,2,4,1,1,1,0,1
58,67,2,1,2,1,4,1,1,1,0,1
58,39,2,0,2,0,4,1,0,1,0,0
58,29,2,0,1,0,4,0,0,1,0,0
43,24,2,0,0,0,4,0,0,0,0,0
38,19,2,0,0,0,2,0,0,0,0,0
33,14,2,0,5,5,5,1,1,1,1,0
28,4,1,0,5,5,3,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
95,100,2,2,5,5,4,0,1,1,0,0
87,90,2,2,4,4,4,0,1,1,0,0
79,80,2,2,3,3,4,0,1,1,1,0
71,70,1,2,3,2,3,0,1,1,0,0
66,62,1,2,3,1,2,0,1,1,0,0
66,42,1,2,2,1,2,0,0,1,0,0
61,32,1,2,1,1,1,0,0,1,1,0
53,22,0,2,1,0,0,0,0,1,0,0
48,7,0,2,5,5,5,1,1,1,0,0
40,2,0,2,5,4,4,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
90,95,2,2,4,5,4,1,1,1,0,1
70,87,2,1,3,4,4,1,1,1,0,0
60,82,2,1,2,4,3,1,1,1,0,0
55,72,2,1,2,4,2,1,1,0,0,0
35,72,2,1,1,4,2,1,0,0,0,0
30,64,2,1,1,3,1,1,0,0,0,1
10,64,2,0,0,3,1,0,0,0,0,0
2,56,2,0,0,1,1,0,0,0,0,0
100,100,2,2,5,5,5,1,1,1,0,0
95,90,2,2,4,5,4,1,1,1,0,1
79,82,2,1,4,3,4,1,1,1,0,0
59,82,2,1,3,3,4,1,0,1,0,0
51,74,2,1,3,1,4,1,0,1,0,0
41,64,2,1,1,1,4,1,0,1,0,0
36,64,2,1,1,1,3,0,0,1,0,0
31,54,2,1,0,1,2,0,0,1,0,0
23,49,2,1,0,0,1,0,0,1,1,1
3,39,1,0,5,5,5,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
95,92,2,2,5,4,4,1,1,1,0,0
85,87,2,2,4,4,3,1,1,1,0,0
75,79,2,2,3,3,3,1,1,1,0,0
65,69,2,2,1,3,3,1,1,1,0,0
50,64,2,2,0,3,3,1,1,0,0,0
35,64,2,2,0,3,2,1,0,0,0,0
27,56,2,2,0,1,2,1,0,0,0,1
11,51,2,1,0,0,1,1,0,0,0,0
11,46,2,1,5,5,5,1,1,1,0,0
3,46,2,1,5,4,5,0,1,1,1,1
100,100,2,2,5,5,5,1,1,1,0,1
90,95,2,1,5,5,3,1,1,1,0,0
85,87,2,1,5,4,2,1,1,1,0,1
69,87,2,0,5,3,2,0,1,1,0,0
59,77,2,0,3,3,2,0,1,1,1,0
49,61,1,0,2,2,2,0,1,1,0,0
41,56,1,0,2,1,1,0,1,1,0,0
31,48,1,0,1,0,1,0,1,1,0,0
31,33,1,0,1,0,0,0,0,1,0,0
26,18,1,0,5,5,5,1,1,1,0,0
18,8,1,0,4,4,5,1,1,1,0,0
8,3,1,0,4,4,4,1,1,0,0,0
100,100,2,2,5,5,5,1,1,1,0,1
90,92,2,1,5,4,4,1,1,1,0,1
70,87,2,0,4,4,3,1,1,1,0,0
65,79,2,0,4,3,2,1,1,1,0,0
55,74,2,0,4,3,1,1,1,0,0,0
47,74,2,0,4,2,1,0,1,0,0,0
39,66,2,0,4,0,1,0,1,0,1,0
29,46,1,0,2,0,1,0,1,0,0,0
19,36,1,0,0,0,1,0,1,0,1,0
19,16,0,0,5,5,5,1,1,1,0,0
9,6,0,0,3,5,5,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
92,90,2,2,4,4,5,1,1,1,0,0
87,80,2,2,3,4,4,1,1,1,0,0
79,72,2,2,3,2,4,1,1,1,0,0
74,67,2,2,3,2,2,1,1,1,0,0
69,57,2,2,2,2,1,1,1,1,0,1
69,27,2,1,1,2,1,1,0,1,0,0
61,19,2,1,1,0,1,1,0,1,0,1
46,14,2,0,1,0,0,1,0,0,0,0
46,4,2,0,5,5,5,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,1
90,95,2,1,5,5,3,1,1,1,0,0
80,85,2,1,3,5,3,1,1,1,1,0
80,59,1,1,3,4,3,1,0,1,0,0
72,51,1,1,3,2,3,1,0,1,0,0
67,38,1,1,3,1,3,1,0,0,1,0
62,18,0,1,2,1,2,1,0,0,0,1
62,13,0,0,2,1,1,0,0,0,0,0
52,8,0,0,1,1,0,0,0,0,0,0
100,100,2,2,5,5,5,1,1,1,0,0
90,90,2,2,3,5,5,1,1,1,1,0
82,70,1,2,2,4,5,1,1,1,0,0
77,60,1,2,2,4,4,1,1,0,0,0
72,55,1,2,2,4,2,1,1,0,1,0
62,35,0,2,0,4,2,1,1,0,0,0
57,30,0,2,0,4,0,1,1,0,0,0
49,30,0,2,0,3,0,0,1,0,0,0
31,30,0,2,0,2,0,0,0,0,0,1
15,22,0,1,5,5,5,1,1,1,0,0
7,17,0,1,5,4,4,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
92,92,2,2,5,3,5,1,1,1,0,0
87,82,2,2,4,3,4,1,1,1,0,0
82,74,2,2,4,2,3,1,1,1,1,0
64,64,1,2,4,1,3,1,1,0,1,0
64,54,0,2,4,1,3,0,0,0,0,1
44,44,0,1,2,1,3,0,0,0,0,0
39,34,0,1,1,1,2,0,0,0,0,0
34,24,0,1,0,1,1,0,0,0,0,0
29,16,0,1,5,5,5,1,1,1,0,0
19,8,0,1,4,4,5,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
95,92,2,2,5,4,4,1,1,1,1,1
79,76,1,1,5,2,4,1,1,1,0,0
74,66,1,1,4,2,3,1,1,1,0,0
69,53,1,1,4,1,3,1,1,0,0,0
64,45,1,1,4,0,2,1,1,0,0,0
54,45,1,1,4,0,2,0,0,0,0,0
49,35,1,1,3,0,1,0,0,0,0,0
44,25,1,1,2,0,0,0,0,0,0,0
34,15,1,1,5,5,5,1,1,1,1,0
24,15,0,1,4,5,5,0,1,1,0,0
9,10,0,1,3,5,5,0,1,0,0,0
100,100,2,2,5,5,5,1,1,1,1,0
95,84,1,2,5,4,4,1,1,1,0,0
85,79,1,2,4,4,3,1,1,1,1,0
77,69,0,2,4,3,2,1,1,1,0,1
77,39,0,1,3,3,2,1,0,1,0,0
77,29,0,1,2,3,2,0,0,1,0,0
69,19,0,1,1,2,2,0,0,1,0,0
54,14,0,1,0,2,2,0,0,0,0,1
44,6,0,0,0,1,1,0,0,0,0,0
100,100,2,2,5,5,5,1,1,1,0,0
90,95,2,2,4,5,4,1,1,1,0,0
82,90,2,2,4,4,3,1,1,1,0,0
74,82,2,2,4,2,3,1,1,1,0,0
66,74,2,2,4,0,3,1,1,1,0,1
46,74,2,1,4,0,2,1,0,1,0,0
36,69,2,1,3,0,1,1,0,1,0,0
31,59,2,1,2,0,0,1,0,1,0,0
26,44,2,1,1,0,0,1,0,0,0,1
26,34,2,0,5,5,5,1,1,1,0,0
18,29,2,0,5,4,4,1,1,1,0,0
18,21,2,0,5,3,4,0,1,1,0,0
13,11,2,0,4,3,3,0,1,1,0,0
5,3,2,0,4,1,3,0,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
90,95,2,2,4,5,4,1,1,1,0,0
85,87,2,2,4,4,3,1,1,1,0,0
85,69,2,2,4,3,3,1,0,1,0,0
75,64,2,2,3,3,2,1,0,1,0,0
65,59,2,2,2,3,1,1,0,1,0,0
52,54,2,2,2,2,1,1,0,0,0,0
42,46,2,2,1,1,1,1,0,0,1,0
34,26,1,2,0,0,1,1,0,0,0,1
24,26,1,1,5,5,5,1,1,1,0,0
19,13,1,1,5,4,5,1,1,0,1,0
100,100,2,2,5,5,5,1,1,1,0,0
92,92,2,2,5,3,5,1,1,1,0,1
72,87,2,1,4,3,4,1,1,1,0,0
67,72,2,1,4,3,4,1,0,0,1,0
57,56,1,1,3,2,4,1,0,0,1,0
47,36,0,1,1,2,4,1,0,0,0,0
42,31,0,1,1,2,2,1,0,0,0,0
32,23,0,1,0,1,2,1,0,0,0,0
32,15,0,1,0,0,2,0,0,0,0,0
27,10,0,1,5,5,5,1,1,1,0,0
22,2,0,1,5,4,4,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
92,95,2,2,5,4,4,1,1,1,0,0
82,90,2,2,5,4,3,1,1,0,0,0
77,82,2,2,5,3,2,1,1,0,1,0
67,72,1,2,4,3,1,1,1,0,0,0
57,62,1,2,2,3,1,1,1,0,1,0
57,46,0,2,2,2,1,0,1,0,0,0
47,38,0,2,1,1,1,0,1,0,0,0
42,30,0,2,1,0,0,0,1,0,0,0
22,30,0,2,5,5,5,1,1,1,0,1
6,22,0,1,5,3,5,1,1,1,0,1
100,100,2,2,5,5,5,1,1,1,1,1
84,90,1,1,5,4,4,1,1,1,0,0
76,80,1,1,4,3,4,1,1,1,0,0
68,70,1,1,3,2,4,1,1,1,0,0
58,65,1,1,2,2,3,1,1,1,0,0
53,55,1,1,1,2,2,1,1,1,0,0
45,50,1,1,1,1,1,1,1,1,0,0
40,37,1,1,1,0,1,1,1,0,0,0
40,27,1,1,1,0,1,0,0,0,1,0
30,17,0,1,5,5,5,1,1,1,0,1
10,12,0,0,4,5,4,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,1,0
82,90,1,2,5,4,5,1,1,0,0,1
82,82,1,1,5,3,5,0,1,0,0,0
72,77,1,1,4,3,4,0,1,0,0,0
62,72,1,1,3,3,3,0,1,0,0,0
57,67,1,1,3,3,1,0,1,0,1,0
47,47,0,1,1,3,1,0,1,0,0,0
29,47,0,1,1,2,1,0,0,0,0,0
24,39,0,1,1,1,0,0,0,0,0,1
8,29,0,0,5,5,5,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
90,95,2,2,4,5,4,1,1,1,0,1
90,90,2,1,4,5,3,0,1,1,0,0
90,75,2,1,4,5,2,0,0,1,0,1
70,67,2,0,3,4,2,0,0,1,0,0
62,62,2,0,3,3,1,0,0,1,0,0
52,54,2,0,2,2,1,0,0,1,1,0
34,44,1,0,2,1,1,0,0,0,0,0
29,34,1,0,1,1,0,0,0,0,0,0
21,24,1,0,5,5,5,1,1,1,1,0
21,14,0,0,5,5,5,0,0,1,0,0
13,4,0,0,4,4,5,0,0,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
95,92,2,2,5,4,4,1,1,1,1,0
87,82,1,2,5,3,3,1,1,1,1,1
77,56,0,1,5,2,3,1,1,0,0,1
67,56,0,0,5,2,2,0,1,0,0,0
57,46,0,0,3,2,2,0,1,0,0,0
37,46,0,0,2,2,2,0,0,0,0,0
29,36,0,0,1,1,2,0,0,0,0,0
24,28,0,0,1,0,1,0,0,0,0,0
19,18,0,0,5,5,5,1,1,1,0,0
11,8,0,0,4,4,5,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,1,0
75,100,1,2,5,5,4,1,0,1,0,1
65,90,1,1,4,5,3,1,0,1,0,1
45,85,1,0,3,5,2,1,0,1,0,0
40,85,1,0,3,5,1,0,0,1,0,0
32,75,1,0,2,4,1,0,0,1,0,0
24,67,1,0,2,2,1,0,0,1,0,0
14,59,1,0,1,1,1,0,0,1,0,0
9,49,1,0,1,1,0,0,0,0,0,0
1,39,1,0,5,5,5,1,1,1,1,0
100,100,2,2,5,5,5,1,1,1,1,0
85,90,1,2,5,5,4,1,1,0,0,1
65,80,1,1,3,5,4,1,1,0,1,0
55,80,0,1,2,5,4,0,1,0,0,0
45,75,0,1,1,5,3,0,1,0,0,0
35,67,0,1,0,4,3,0,1,0,0,0
30,62,0,1,0,4,1,0,1,0,0,0
30,44,0,1,0,3,1,0,0,0,0,0
22,36,0,1,0,1,1,0,0,0,0,0
17,28,0,1,5,5,5,1,1,1,0,0
7,23,0,1,4,5,4,1,1,1,0,0
2,13,0,1,4,5,3,1,1,0,0,0
100,100,2,2,5,5,5,1,1,1,1,0
100,70,1,2,4,5,5,1,0,1,0,0
90,65,1,2,3,5,4,1,0,1,0,0
85,57,1,2,3,4,3,1,0,1,0,0
77,49,1,2,3,2,3,1,0,1,0,0
69,39,1,2,2,1,3,1,0,1,1,0
59,23,0,2,1,0,3,1,0,1,0,0
59,18,0,2,1,0,2,0,0,1,0,0
54,13,0,2,1,0,0,0,0,1,0,1
29,8,0,1,5,5,5,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
92,100,2,2,5,4,5,0,1,1,0,0
84,95,2,2,5,3,4,0,1,1,0,0
79,82,2,2,5,2,4,0,1,0,1,0
69,72,1,2,4,2,3,0,1,0,0,0
59,64,1,2,3,1,3,0,1,0,0,1
43,54,1,1,2,0,3,0,1,0,0,0
38,49,1,1,2,0,1,0,1,0,0,0
28,44,1,1,1,0,0,0,1,0,0,0
28,24,1,1,5,5,5,1,1,1,0,0
20,19,1,1,5,4,4,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
95,85,2,2,4,5,5,1,1,0,0,0
90,80,2,2,4,5,3,1,1,0,0,1
74,70,2,1,3,4,3,1,1,0,0,0
54,70,2,1,2,4,3,1,0,0,0,0
46,60,2,1,1,3,3,1,0,0,0,1
36,52,2,0,1,2,2,1,0,0,0,0
31,44,2,0,1,1,1,1,0,0,1,0
21,44,1,0,0,1,1,0,0,0,0,0
13,39,1,0,5,5,5,1,1,1,0,0
8,34,1,0,5,5,3,1,1,1,0,0
3,26,1,0,5,4,2,1,1,1,0,0
